Year,Country,Region,SubRegion,SurfAreaSqKm,PopTotal,PopDens,PopGrowth%,GDP,GDPGrowth%,AdolFertRate,AgriValAdd%GDP,Exports%GDP,FertRate,FDINetBoP,GNI/CapAtlas,GNIAtlas,Imports%GDP,IndValAdd%GDP,InflConsPric%,LifeExpBirth,MerchTrade%GDP,MobileSubs/100,MortRateU5,NetMigr,UrbanPopGrowth%
2000.0,Afghanistan,Asia,Southern Asia,652860.0,19542982.0,29.963328887049,1.4438030241194,18012478281.452908,-5.206288164891265,152.572,33.09677625758202,13.315247167231057,7.534,170000.0,916.9232806923948,17786690838.292664,41.31263361007244,17.178774904112046,37.61102841369616,55.298,52.77704800902717,0.0,129.3,-1007135.0,1.86137729962901
2000.0,Malta,Europe,Southern Europe,320.0,390087.0,1219.021875,0.645267230900854,4323339212.2281,19.6817909193016,19.869,1.8719970990844,120.247484362252,1.68,743185324.698102,10950.0,4273279543.53652,128.374580727042,26.9399873084942,-4.51239624386029,78.3487804878049,135.682159369051,28.66747493,7.6,1799.0,0.952299180882739
2000.0,Belgium,Europe,Western Europe,30530.0,10251250.0,338.548546895641,0.242517956221334,236792460312.471,3.71667938420875,11.915,1.17600527973714,72.5473951580567,1.67,88738714000.0,25890.0,265412943263.016,69.6827399089776,24.9438325836543,2.01461738713986,77.7219512195122,154.515899500002,54.8403395,5.9,32262.0,0.308431312307231
2000.0,Marshall Islands,Oceania,Micronesia,180.0,54224.0,301.244444444444,0.721837704584486,115347500.0,1.35407910881,99.344,8.01439129586684,28.6963306530267,4.592,739000.0,2770.0,150007481.929861,100.812761438263,12.6810724116257,-0.45468946307534,63.275,55.4845141853963,0.824358218,42.1,-1323.0,1.49278742965663
2000.0,Mauritania,Africa,Sub-Saharan Africa,1030700.0,2695003.0,2.61473076549918,2.79918208413242,1779520861.64321,-3.91802587923293,92.364,24.8287452979645,25.5171157140843,5.459,40096000.0,710.0,1907497249.06504,33.4232590529824,29.9518502588297,6.35158675801333,61.028,45.4616755238807,0.567717364,98.8,-2997.0,2.47685978414761
2000.0,Mauritius,Africa,Sub-Saharan Africa,2040.0,1186873.0,584.666502463054,0.982676166064297,4663321022.22673,8.20279174865273,38.898,5.70501014110621,61.094214849751,1.99,265641239.441185,3900.0,4631888466.79451,61.2183875925576,25.9854905195696,3.40992932706745,71.6634146341463,78.2703996272839,14.80348375,18.8,-2522.0,0.694890998843174
2000.0,Mexico,Americas,Latin America and the Caribbean,1964380.0,97873442.0,50.3477157334294,1.58455078746177,707909864021.779,4.94245371467422,73.673,3.32308631189687,25.4067169365962,2.716,18382284821.0,6280.0,614243452325.822,27.0259648121425,34.2097056913308,11.1522061155358,73.569,48.8524058748474,14.38375898,28.3,-356430.0,1.96131969556176
2000.0,"Micronesia, Fed. Sts.",Oceania,Micronesia,700.0,111709.0,159.584285714286,0.152297026498527,233271800.0,4.83390378617111,65.191,24.0750489343333,17.9710963777019,4.279,3036790720.2121787,2130.0,237473482.477869,72.617736048678,8.1825149889528,1.07890621048246,69.769,55.300297764239,0.0,38.5,-2688.0,-1.70516264054059
2000.0,Mali,Africa,Sub-Saharan Africa,1240190.0,11239101.0,9.21094337767069,2.90782929642605,2961484953.73364,-0.0608349718131223,182.216,32.9018677247122,22.4785904568103,6.874,60331623.1100395,280.0,3106499831.00873,32.943984975458,21.5209477946314,-0.619727920385017,50.539,45.6190060427878,0.092516296,187.7,-17423.0,5.44357002629568
2000.0,Belarus,Europe,Eastern Europe,207600.0,9979610.0,49.1974779144976,-0.471131334643547,12736856827.9847,5.80000344007452,26.695,12.0968271694147,69.2108213448948,1.317,118800000.0,1380.0,13766104774.3867,72.3983446101294,33.4789463312094,185.290760695763,68.9121951219512,125.399855048282,0.481188384,12.8,-10419.0,0.233049857909096
